kind,hr,con,ra,dec,x,y,z,x2,y2,z2,size,r,g,b
star,5686,Lup,229.4579,-30.1489,-0.6571,0.1410,-0.7405,0.0000,0.0000,0.0000,325.9553,0.2148,0.1991,0.1866
star,5695,Lup,230.3429,-40.6475,-0.5841,0.3090,-0.7506,0.0000,0.0000,0.0000,421.8500,0.3094,0.3257,0.3597
star,5704,Cir,230.8446,-59.3208,-0.3957,0.5713,-0.7191,0.0000,0.0000,0.0000,313.4426,0.1842,0.1880,0.1986
star,5705,Lup,230.4517,-36.2614,-0.6217,0.2426,-0.7447,0.0000,0.0000,0.0000,390.0839,0.3076,0.2738,0.2462
star,5708,Lup,230.6704,-44.6894,-0.5499,0.3708,-0.7484,0.0000,0.0000,0.0000,407.5285,0.2908,0.3053,0.3357
star,5712,Lup,230.7892,-36.8586,-0.6200,0.2537,-0.7425,0.0000,0.0000,0.0000,311.2849,0.1706,0.1787,0.1959
star,5723,Lib,231.0496,-10.3222,-0.7651,-0.1649,-0.6224,0.0000,0.0000,0.0000,283.8952,0.1629,0.1612,0.1629
star,5724,,231.3342,-38.7336,-0.6091,0.2853,-0.7400,0.0000,0.0000,0.0000,307.0139,0.1703,0.1766,0.1905
star,5733,Boo,231.1225,37.3772,-0.6186,-0.7772,-0.1149,0.0000,0.0000,0.0000,328.2147,0.2080,0.2097,0.2178
star,5735,UMi,230.1821,71.8339,-0.2395,-0.9173,0.3182,0.0000,0.0000,0.0000,438.6903,0.3509,0.3624,0.3890
star,5744,Dra,231.2325,58.9661,-0.4020,-0.9007,0.1646,0.0000,0.0000,0.0000,415.1051,0.3483,0.3210,0.2991
star,5747,CrB,231.9571,29.1058,-0.6881,-0.6943,-0.2110,0.0000,0.0000,0.0000,379.4530,0.2757,0.2790,0.2911
star,5771,TrA,234.1800,-66.3169,-0.3257,0.6639,-0.6732,0.0000,0.0000,0.0000,343.6830,0.2388,0.2199,0.2047
star,5776,Lup,233.7854,-41.1669,-0.6074,0.3352,-0.7203,0.0000,0.0000,0.0000,466.8292,0.3803,0.3998,0.4406
star,5777,Lib,233.5446,-10.0644,-0.7919,-0.1515,-0.5915,0.0000,0.0000,0.0000,305.6033,0.1888,0.1767,0.1669
star,5778,CrB,233.2325,31.3592,-0.6841,-0.7093,-0.1701,0.0000,0.0000,0.0000,341.3171,0.2058,0.2153,0.2355
star,5781,,233.9717,-44.9586,-0.5723,0.3913,-0.7207,0.0000,0.0000,0.0000,311.2849,0.1697,0.1781,0.1959
star,5787,Lib,233.8817,-14.7894,-0.7810,-0.0747,-0.6200,0.0000,0.0000,0.0000,359.8803,0.2618,0.2450,0.2314
star,5788,Ser,233.7004,10.5375,-0.7923,-0.4565,-0.4047,0.0000,0.0000,0.0000,369.1119,0.2595,0.2632,0.2754
star,5789,Ser,233.7004,10.5392,-0.7923,-0.4565,-0.4047,0.0000,0.0000,0.0000,369.1119,0.2595,0.2632,0.2754
star,5793,CrB,233.6721,26.7147,-0.7196,-0.6579,-0.2221,0.0000,0.0000,0.0000,529.8562,0.5055,0.5248,0.5675
star,5794,Lib,234.2562,-28.1350,-0.7157,0.1389,-0.6844,0.0000,0.0000,0.0000,388.2916,0.3048,0.2751,0.2512
star,5797,Lup,234.5133,-42.5675,-0.5997,0.3596,-0.7149,0.0000,0.0000,0.0000,326.7067,0.2158,0.1941,0.1765
star,5812,Lib,234.6642,-29.7778,-0.7081,0.1672,-0.6861,0.0000,0.0000,0.0000,381.2045,0.2549,0.2674,0.2938
star,5820,Lup,234.9417,-34.4119,-0.6753,0.2403,-0.6973,0.0000,0.0000,0.0000,302.1051,0.1845,0.1730,0.1637
star,5824,Lib,235.0704,-23.8181,-0.7500,0.0764,-0.6570,0.0000,0.0000,0.0000,282.5908,0.1614,0.1464,0.1343
star,5825,,235.2971,-44.6611,-0.5848,0.3940,-0.7091,0.0000,0.0000,0.0000,304.1992,0.1840,0.1832,0.1871
star,5826,UMi,232.8538,77.3494,-0.1746,-0.9045,0.3892,0.0000,0.0000,0.0000,282.5908,0.1614,0.1432,0.1283
star,5838,Lib,235.4867,-19.6789,-0.7759,0.0139,-0.6307,0.0000,0.0000,0.0000,297.2748,0.1786,0.1586,0.1422
star,5839,Lup,235.6708,-34.7106,-0.6788,0.2493,-0.6906,0.0000,0.0000,0.0000,296.5910,0.1551,0.1624,0.1778
star,5842,Ser,235.3879,19.6703,-0.7750,-0.5640,-0.2851,0.0000,0.0000,0.0000,312.7217,0.1780,0.1840,0.1977
star,5849,CrB,235.6858,26.2956,-0.7405,-0.6400,-0.2050,0.0000,0.0000,0.0000,365.7278,0.2417,0.2505,0.2704
star,5854,Ser,236.0671,6.4256,-0.8245,-0.3816,-0.4178,0.0000,0.0000,0.0000,481.0143,0.4677,0.4307,0.4009
star,5867,Ser,236.5471,15.4219,-0.8043,-0.5016,-0.3185,0.0000,0.0000,0.0000,380.3278,0.2642,0.2727,0.2924
star,5868,Ser,236.6108,7.3531,-0.8281,-0.3908,-0.4019,0.0000,0.0000,0.0000,319.2699,0.2061,0.2023,0.1984
star,5879,Ser,237.1850,18.1417,-0.7986,-0.5321,-0.2811,0.0000,0.0000,0.0000,345.2694,0.2410,0.2131,0.1901
star,5881,Ser,237.4050,-3.4303,-0.8410,-0.2257,-0.4917,0.0000,0.0000,0.0000,392.7878,0.2768,0.2878,0.3119
star,5883,Lup,237.7396,-33.6272,-0.7041,0.2458,-0.6662,0.0000,0.0000,0.0000,356.5809,0.2282,0.2372,0.2570
star,5885,Sco,237.7446,-25.7514,-0.7617,0.1248,-0.6358,0.0000,0.0000,0.0000,304.1992,0.1658,0.1724,0.1871
star,5889,CrB,237.3988,26.0683,-0.7567,-0.6259,-0.1885,0.0000,0.0000,0.0000,304.9004,0.1879,0.1800,0.1733
star,5892,Ser,237.7042,4.4778,-0.8427,-0.3413,-0.4164,0.0000,0.0000,0.0000,376.8409,0.2640,0.2705,0.2871
star,5897,TrA,238.7854,-63.4306,-0.3825,0.6473,-0.6593,0.0000,0.0000,0.0000,459.3651,0.4051,0.4095,0.4266
star,5899,Ser,237.8162,20.9778,-0.7902,-0.5630,-0.2419,0.0000,0.0000,0.0000,295.9089,0.1770,0.1576,0.1417
star,5901,CrB,237.8079,35.6575,-0.6876,-0.7226,-0.0708,0.0000,0.0000,0.0000,291.8489,0.1722,0.1613,0.1525
star,5903,UMi,236.0146,77.7944,-0.1753,-0.8987,0.4021,0.0000,0.0000,0.0000,327.4598,0.1952,0.2017,0.2168
star,5904,Sco,238.4029,-25.3272,-0.7699,0.1228,-0.6263,0.0000,0.0000,0.0000,307.7216,0.1690,0.1761,0.1914
star,5908,Lib,238.4562,-16.7294,-0.8162,-0.0113,-0.5777,0.0000,0.0000,0.0000,340.5321,0.2344,0.2191,0.2068
star,5914,Her,238.1688,42.4517,-0.6269,-0.7790,0.0141,0.0000,0.0000,0.0000,305.6033,0.1888,0.1863,0.1834
star,5928,Sco,239.2212,-29.2142,-0.7499,0.1883,-0.6342,0.0000,0.0000,0.0000,362.3748,0.2291,0.2409,0.2655
star,5933,Ser,239.1133,15.6617,-0.8263,-0.4860,-0.2846,0.0000,0.0000,0.0000,364.8867,0.2692,0.2685,0.2663
star,5941,Lib,239.5475,-14.2794,-0.8354,-0.0415,-0.5480,0.0000,0.0000,0.0000,287.8446,0.1471,0.1536,0.1675
star,5943,,239.8762,-41.7444,-0.6454,0.3779,-0.6639,0.0000,0.0000,0.0000,280.6455,0.1592,0.1492,0.1410
star,5944,Sco,239.7129,-26.1142,-0.7754,0.1441,-0.6149,0.0000,0.0000,0.0000,455.1537,0.3621,0.3804,0.4188
star,5947,CrB,239.3971,26.8778,-0.7677,-0.6214,-0.1564,0.0000,0.0000,0.0000,340.5321,0.2344,0.2146,0.1987
star,5948,Lup,240.0304,-38.3969,-0.6789,0.3308,-0.6555,0.0000,0.0000,0.0000,403.7923,0.2835,0.2984,0.3296
star,5953,Sco,240.0833,-22.6217,-0.8001,0.0926,-0.5927,0.0000,0.0000,0.0000,518.9889,0.4766,0.4983,0.5445
star,5958,,239.8758,25.9203,-0.7779,-0.6072,-0.1618,0.0000,0.0000,0.0000,558.6734,0.5745,0.5910,0.6310
star,5960,,239.4475,54.7497,-0.4970,-0.8511,0.1691,0.0000,0.0000,0.0000,283.2422,0.1528,0.1550,0.1622
star,5961,Nor,240.8829,-57.7753,-0.4659,0.5915,-0.6581,0.0000,0.0000,0.0000,304.9004,0.1762,0.1791,0.1879
star,5962,Nor,240.8038,-49.2297,-0.5701,0.4851,-0.6631,0.0000,0.0000,0.0000,303.4995,0.1862,0.1759,0.1676
star,5967,,240.8508,-38.6025,-0.6825,0.3387,-0.6476,0.0000,0.0000,0.0000,287.1825,0.1454,0.1523,0.1667
star,5971,CrB,240.3608,29.8511,-0.7538,-0.6476,-0.1113,0.0000,0.0000,0.0000,280.6455,0.1406,0.1465,0.1592
star,5972,Ser,240.5738,22.8044,-0.8029,-0.5655,-0.1886,0.0000,0.0000,0.0000,291.1776,0.1552,0.1600,0.1714
star,5978,Sco,241.0921,-11.3731,-0.8582,-0.0751,-0.5078,0.0000,0.0000,0.0000,295.2283,0.1762,0.1760,0.1747
star,5980,Nor,241.6225,-45.1733,-0.6203,0.4354,-0.6525,0.0000,0.0000,0.0000,298.6469,0.1687,0.1716,0.1803
star,5982,Her,240.6996,46.0367,-0.6054,-0.7920,0.0795,0.0000,0.0000,0.0000,295.9089,0.1552,0.1622,0.1770
star,5984,Sco,241.3592,-19.8056,-0.8257,0.0582,-0.5611,0.0000,0.0000,0.0000,484.3486,0.4187,0.4362,0.4742
star,5985,Sco,241.3604,-19.8019,-0.8258,0.0581,-0.5610,0.0000,0.0000,0.0000,285.2056,0.1465,0.1520,0.1644
star,5986,Dra,240.4721,58.5653,-0.4538,-0.8637,0.2191,0.0000,0.0000,0.0000,351.6884,0.2500,0.2481,0.2451
star,5987,Lup,241.6479,-36.8022,-0.7047,0.3176,-0.6345,0.0000,0.0000,0.0000,334.3167,0.1961,0.2057,0.2259
star,5993,Sco,241.7017,-20.6692,-0.8238,0.0741,-0.5620,0.0000,0.0000,0.0000,355.7607,0.2271,0.2361,0.2559
star,5997,Sco,241.8513,-20.8686,-0.8239,0.0783,-0.5613,0.0000,0.0000,0.0000,327.4598,0.2168,0.2067,0.1983
star,6018,CrB,242.2429,36.4908,-0.7114,-0.7026,-0.0147,0.0000,0.0000,0.0000,295.9089,0.1770,0.1656,0.1565
star,6020,Aps,245.0867,-78.6958,-0.1778,0.7980,-0.5758,0.0000,0.0000,0.0000,301.4103,0.1837,0.1614,0.1431
star,6023,Her,242.1925,44.9350,-0.6262,-0.7755,0.0807,0.0000,0.0000,0.0000,332.0152,0.1968,0.2050,0.2228
star,6024,Nor,243.3696,-54.6306,-0.5174,0.5653,-0.6424,0.0000,0.0000,0.0000,283.8952,0.1629,0.1520,0.1432
star,6027,Sco,242.9988,-19.4606,-0.8401,0.0651,-0.5385,0.0000,0.0000,0.0000,351.6884,0.2251,0.2327,0.2500
star,6028,Sco,243.0758,-27.9264,-0.7878,0.1954,-0.5841,0.0000,0.0000,0.0000,307.7216,0.1664,0.1744,0.1914
star,6030,TrA,243.8596,-63.6856,-0.3980,0.6678,-0.6291,0.0000,0.0000,0.0000,364.8867,0.2692,0.2493,0.2334
star,6031,Sco,243.0000,-10.0642,-0.8773,-0.0804,-0.4732,0.0000,0.0000,0.0000,283.8952,0.1481,0.1524,0.1629
star,6056,Oph,243.5863,-3.6944,-0.8937,-0.1734,-0.4137,0.0000,0.0000,0.0000,471.1487,0.4487,0.3981,0.3566
star,6058,Nor,244.2538,-50.0683,-0.5782,0.5137,-0.6339,0.0000,0.0000,0.0000,280.6455,0.1592,0.1525,0.1468
star,6070,,244.5746,-28.6139,-0.7928,0.2164,-0.5697,0.0000,0.0000,0.0000,294.5493,0.1573,0.1629,0.1754
star,6072,Nor,244.9600,-50.1556,-0.5805,0.5185,-0.6279,0.0000,0.0000,0.0000,350.8795,0.2489,0.2312,0.2170
star,6075,Oph,244.5804,-4.6925,-0.9002,-0.1502,-0.4088,0.0000,0.0000,0.0000,419.9118,0.3565,0.3353,0.3182
star,6081,Sco,245.1592,-24.1694,-0.8279,0.1536,-0.5394,0.0000,0.0000,0.0000,310.5689,0.1950,0.1859,0.1783
star,6084,Sco,245.2971,-25.5928,-0.8194,0.1761,-0.5456,0.0000,0.0000,0.0000,455.1537,0.3835,0.3936,0.4188
star,6092,Her,244.9350,46.3133,-0.6257,-0.7706,0.1216,0.0000,0.0000,0.0000,361.5414,0.2301,0.2411,0.2642
star,6093,Ser,245.5183,1.0292,-0.9099,-0.2288,-0.3459,0.0000,0.0000,0.0000,291.8489,0.1659,0.1666,0.1722
star,6095,Her,245.4800,19.1531,-0.8595,-0.4831,-0.1671,0.0000,0.0000,0.0000,373.3860,0.2663,0.2697,0.2818
star,6098,TrA,247.1171,-70.0844,-0.3138,0.7377,-0.5978,0.0000,0.0000,0.0000,285.8631,0.1652,0.1632,0.1608
star,6102,Aps,248.3625,-78.8972,-0.1790,0.8046,-0.5663,0.0000,0.0000,0.0000,361.5414,0.2642,0.2499,0.2383
star,6103,CrB,245.5242,30.8919,-0.7810,-0.6232,-0.0403,0.0000,0.0000,0.0000,289.8398,0.1698,0.1596,0.1513
star,6104,Oph,246.0258,-20.0375,-0.8584,0.0971,-0.5037,0.0000,0.0000,0.0000,314.1652,0.1995,0.1867,0.1764
star,6115,Nor,246.7962,-47.5550,-0.6203,0.4956,-0.6080,0.0000,0.0000,0.0000,316.3429,0.1786,0.1861,0.2023
star,6116,UMi,244.3762,75.7553,-0.2219,-0.8856,0.4080,0.0000,0.0000,0.0000,283.2422,0.1578,0.1578,0.1622
star,6117,Her,246.3542,14.0333,-0.8887,-0.4083,-0.2086,0.0000,0.0000,0.0000,309.1420,0.1727,0.1790,0.1932
star,6118,Oph,246.7558,-18.4564,-0.8716,0.0786,-0.4839,0.0000,0.0000,0.0000,320.0059,0.1961,0.1984,0.2070
star,6129,Oph,246.9504,-8.3717,-0.9104,-0.0747,-0.4070,0.0000,0.0000,0.0000,304.9004,0.1735,0.1775,0.1879
star,6132,Dra,245.9979,61.5142,-0.4357,-0.8533,0.2864,0.0000,0.0000,0.0000,471.1487,0.4487,0.4245,0.4046
star,6134,Sco,247.3517,-26.4319,-0.8264,0.2040,-0.5248,0.0000,0.0000,0.0000,709.8360,1.0186,0.8855,0.7742
star,6141,Sco,247.5517,-25.1150,-0.8368,0.1857,-0.5150,0.0000,0.0000,0.0000,293.8719,0.1531,0.1599,0.1746
star,6143,,247.8454,-34.7044,-0.7614,0.3284,-0.5590,0.0000,0.0000,0.0000,334.3167,0.1964,0.2059,0.2259
star,6147,Oph,247.7846,-16.6128,-0.8871,0.0585,-0.4578,0.0000,0.0000,0.0000,330.4898,0.2208,0.2086,0.1987
star,6148,Her,247.5550,21.4897,-0.8600,-0.4970,-0.1158,0.0000,0.0000,0.0000,467.9054,0.4426,0.4173,0.3967
star,6149,Oph,247.7283,1.9839,-0.9248,-0.2248,-0.3068,0.0000,0.0000,0.0000,367.4160,0.2444,0.2531,0.2729
star,6153,Oph,248.0342,-21.4664,-0.8631,0.1344,-0.4869,0.0000,0.0000,0.0000,317.8030,0.1870,0.1919,0.2042
star,6155,Nor,248.5208,-44.0453,-0.6689,0.4604,-0.5837,0.0000,0.0000,0.0000,283.8952,0.1470,0.1518,0.1629
star,6159,Her,248.1513,11.4881,-0.9096,-0.3586,-0.2100,0.0000,0.0000,0.0000,290.5080,0.1706,0.1525,0.1378
star,6163,Aps,250.7692,-77.5175,-0.2041,0.8002,-0.5639,0.0000,0.0000,0.0000,333.5478,0.2249,0.2094,0.1969
star,6165,Sco,248.9708,-28.2161,-0.8225,0.2424,-0.5145,0.0000,0.0000,0.0000,462.5493,0.3700,0.3903,0.4325
star,6166,,249.0938,-35.2556,-0.7628,0.3447,-0.5471,0.0000,0.0000,0.0000,339.7489,0.2333,0.2072,0.1858
star,6168,Her,248.5258,42.4369,-0.6868,-0.7175,0.1160,0.0000,0.0000,0.0000,336.6340,0.2044,0.2120,0.2291
star,6175,Oph,249.2896,-10.5672,-0.9195,-0.0219,-0.3924,0.0000,0.0000,0.0000,491.0865,0.4373,0.4527,0.4875
star,6196,,250.3933,-17.7422,-0.8972,0.0966,-0.4309,0.0000,0.0000,0.0000,282.5908,0.1614,0.1495,0.1400
star,6200,Her,249.6871,48.9283,-0.6161,-0.7637,0.1928,0.0000,0.0000,0.0000,286.5220,0.1660,0.1476,0.1326
star,6212,Her,250.3217,31.6031,-0.8020,-0.5969,0.0241,0.0000,0.0000,0.0000,463.6156,0.4345,0.4238,0.4137
star,6217,TrA,252.1662,-69.0278,-0.3407,0.7439,-0.5749,0.0000,0.0000,0.0000,569.0600,0.6546,0.5878,0.5336
star,6220,Her,250.7242,38.9222,-0.7344,-0.6708,0.1034,0.0000,0.0000,0.0000,392.7878,0.3119,0.2947,0.2807
star,6223,Dra,250.2296,64.5892,-0.4038,-0.8490,0.3408,0.0000,0.0000,0.0000,291.1776,0.1714,0.1570,0.1455
star,6229,Ara,252.4463,-59.0414,-0.4905,0.6551,-0.5747,0.0000,0.0000,0.0000,372.5272,0.2805,0.2491,0.2234
star,6237,,251.3242,56.7819,-0.5190,-0.8074,0.2805,0.0000,0.0000,0.0000,289.8398,0.1658,0.1656,0.1698
star,6241,Sco,252.5408,-34.2933,-0.7881,0.3553,-0.5027,0.0000,0.0000,0.0000,522.5863,0.5521,0.5093,0.4750
star,6243,Oph,252.4583,-10.7831,-0.9367,0.0079,-0.3501,0.0000,0.0000,0.0000,303.4995,0.1862,0.1860,0.1847
star,6247,Sco,252.9675,-38.0475,-0.7530,0.4095,-0.5151,0.0000,0.0000,0.0000,435.6704,0.3312,0.3482,0.3837
star,6252,Sco,253.0838,-38.0175,-0.7537,0.4099,-0.5137,0.0000,0.0000,0.0000,389.1867,0.2638,0.2775,0.3062
star,6254,Her,252.3092,45.9833,-0.6620,-0.7252,0.1894,0.0000,0.0000,0.0000,291.8489,0.1565,0.1611,0.1722
star,6262,Sco,253.4988,-42.3622,-0.7085,0.4695,-0.5269,0.0000,0.0000,0.0000,297.9600,0.1795,0.1788,0.1771
star,6271,Sco,253.6458,-42.3614,-0.7090,0.4704,-0.5254,0.0000,0.0000,0.0000,384.7318,0.2992,0.2704,0.2471
star,6281,Oph,253.5021,10.1653,-0.9438,-0.2952,-0.1487,0.0000,0.0000,0.0000,322.9669,0.1859,0.1938,0.2109
star,6285,Ara,254.6550,-55.9903,-0.5394,0.6343,-0.5538,0.0000,0.0000,0.0000,430.6833,0.3750,0.3321,0.2969
star,6295,Ara,254.8963,-53.1606,-0.5789,0.6055,-0.5461,0.0000,0.0000,0.0000,347.6626,0.2443,0.2192,0.1988
star,6299,Oph,254.4171,9.3750,-0.9504,-0.2761,-0.1433,0.0000,0.0000,0.0000,423.7971,0.3631,0.3350,0.3124
star,6315,Dra,254.0071,65.1347,-0.4042,-0.8374,0.3680,0.0000,0.0000,0.0000,287.1825,0.1667,0.1663,0.1649
star,6318,Oph,255.2650,-4.2225,-0.9645,-0.0675,-0.2553,0.0000,0.0000,0.0000,291.8489,0.1722,0.1541,0.1393
star,6322,UMi,251.4921,82.0372,-0.1314,-0.8716,0.4724,0.0000,0.0000,0.0000,334.3167,0.2259,0.2142,0.2046
star,6324,Her,255.0725,30.9264,-0.8289,-0.5543,0.0753,0.0000,0.0000,0.0000,359.0526,0.2325,0.2412,0.2606
star,6334,,256.2058,-34.1228,-0.8040,0.3792,-0.4581,0.0000,0.0000,0.0000,288.5081,0.1586,0.1608,0.1683
star,6337,,255.7825,14.0919,-0.9402,-0.3314,-0.0788,0.0000,0.0000,0.0000,281.2924,0.1600,0.1417,0.1267
star,6355,Her,256.3446,12.7408,-0.9478,-0.3076,-0.0838,0.0000,0.0000,0.0000,285.8631,0.1510,0.1551,0.1652
star,6378,Oph,257.5946,-15.7247,-0.9401,0.1258,-0.3168,0.0000,0.0000,0.0000,506.0088,0.4677,0.4827,0.5176
star,6380,Sco,258.0383,-43.2392,-0.7127,0.5094,-0.4822,0.0000,0.0000,0.0000,411.2994,0.3378,0.3357,0.3420
star,6396,Dra,257.1967,65.7147,-0.4011,-0.8283,0.3913,0.0000,0.0000,0.0000,426.7348,0.3222,0.3369,0.3681
star,6406,Her,258.6621,14.3903,-0.9497,-0.3111,-0.0352,0.0000,0.0000,0.0000,397.3361,0.3192,0.2866,0.2602
star,6410,Her,258.7579,24.8392,-0.8901,-0.4512,0.0647,0.0000,0.0000,0.0000,429.6928,0.3385,0.3488,0.3733
star,6415,Oph,259.1529,-0.4453,-0.9821,-0.0903,-0.1653,0.0000,0.0000,0.0000,297.9600,0.1795,0.1657,0.1547
star,6417,Aps,260.4975,-67.7706,-0.3731,0.7613,-0.5303,0.0000,0.0000,0.0000,294.5493,0.1754,0.1609,0.1492
star,6418,Her,258.7617,36.8092,-0.7853,-0.5939,0.1748,0.0000,0.0000,0.0000,427.7185,0.3698,0.3321,0.3015
star,6431,Her,259.3313,33.1000,-0.8232,-0.5480,0.1483,0.0000,0.0000,0.0000,291.8489,0.1494,0.1567,0.1722
star,6436,Her,259.4179,37.2917,-0.7820,-0.5946,0.1868,0.0000,0.0000,0.0000,303.4995,0.1680,0.1735,0.1862
star,6445,Oph,260.2508,-21.1128,-0.9194,0.2274,-0.3209,0.0000,0.0000,0.0000,322.2241,0.2057,0.2051,0.2099
star,6446,Ser,260.2071,-12.8469,-0.9608,0.1052,-0.2567,0.0000,0.0000,0.0000,326.7067,0.1939,0.2006,0.2158
star,6453,Oph,260.5025,-24.9994,-0.8939,0.2852,-0.3458,0.0000,0.0000,0.0000,417.0211,0.3024,0.3183,0.3516
star,6461,Ara,261.3250,-55.5300,-0.5595,0.6627,-0.4978,0.0000,0.0000,0.0000,459.3651,0.4266,0.3824,0.3465
star,6462,Ara,261.3483,-56.3775,-0.5474,0.6709,-0.5003,0.0000,0.0000,0.0000,410.3534,0.2975,0.3112,0.3404
star,6485,Her,260.9208,37.1458,-0.7871,-0.5824,0.2032,0.0000,0.0000,0.0000,312.7217,0.1758,0.1826,0.1977
star,6486,Oph,261.5925,-24.1753,-0.9025,0.2823,-0.3253,0.0000,0.0000,0.0000,338.9675,0.2200,0.2226,0.2323
star,6492,Oph,261.8388,-29.8669,-0.8584,0.3635,-0.3620,0.0000,0.0000,0.0000,329.7297,0.2162,0.2153,0.2198
star,6493,,261.6579,-5.0867,-0.9855,0.0016,-0.1695,0.0000,0.0000,0.0000,311.2849,0.1920,0.1914,0.1959
star,6498,Oph,261.6288,4.1403,-0.9868,-0.1367,-0.0873,0.0000,0.0000,0.0000,325.9553,0.2148,0.1918,0.1732
star,6500,Ara,262.7746,-60.6839,-0.4857,0.7157,-0.5019,0.0000,0.0000,0.0000,384.7318,0.2628,0.2744,0.2992
star,6508,Sco,262.6908,-37.2958,-0.7891,0.4673,-0.3988,0.0000,0.0000,0.0000,476.6044,0.3950,0.4158,0.4592
star,6510,Ara,262.9604,-49.8761,-0.6396,0.6148,-0.4615,0.0000,0.0000,0.0000,448.9087,0.3535,0.3709,0.4074
star,6519,Oph,262.8542,-23.9628,-0.9067,0.2896,-0.3066,0.0000,0.0000,0.0000,292.5217,0.1546,0.1603,0.1730
star,6526,Her,262.6846,26.1106,-0.8906,-0.4361,0.1287,0.0000,0.0000,0.0000,320.7436,0.2080,0.1867,0.1695
star,6527,Sco,263.4021,-37.1039,-0.7923,0.4699,-0.3893,0.0000,0.0000,0.0000,608.3563,0.6435,0.6774,0.7482
star,6536,Dra,262.6083,52.3014,-0.6064,-0.7187,0.3401,0.0000,0.0000,0.0000,465.7555,0.4385,0.4117,0.3900
star,6537,Ara,263.9150,-46.5056,-0.6844,0.5842,-0.4362,0.0000,0.0000,0.0000,307.7216,0.1702,0.1768,0.1914
star,6546,,264.1367,-38.6353,-0.7770,0.4941,-0.3900,0.0000,0.0000,0.0000,329.7297,0.2198,0.2040,0.1913
star,6553,Sco,264.3300,-42.9978,-0.7278,0.5473,-0.4132,0.0000,0.0000,0.0000,575.6494,0.6591,0.6561,0.6699
star,6554,Dra,263.0442,55.1842,-0.5667,-0.7393,0.3636,0.0000,0.0000,0.0000,287.8446,0.1578,0.1601,0.1675
star,6555,Dra,263.0667,55.1731,-0.5669,-0.7391,0.3637,0.0000,0.0000,0.0000,288.5081,0.1594,0.1613,0.1683
star,6556,Oph,263.7337,12.5600,-0.9702,-0.2413,0.0207,0.0000,0.0000,0.0000,548.4765,0.5592,0.5729,0.6081
star,6561,Ser,264.3967,-15.3986,-0.9595,0.1791,-0.2174,0.0000,0.0000,0.0000,391.8845,0.2926,0.2967,0.3105
star,6567,Oph,264.4613,-8.1189,-0.9854,0.0718,-0.1546,0.0000,0.0000,0.0000,305.6033,0.1722,0.1770,0.1888
star,6569,Ara,265.0983,-49.4156,-0.6482,0.6223,-0.4388,0.0000,0.0000,0.0000,295.2283,0.1734,0.1726,0.1762
star,6580,Sco,265.6221,-39.0300,-0.7745,0.5092,-0.3752,0.0000,0.0000,0.0000,508.3444,0.4493,0.4730,0.5224
star,6581,Ser,265.3537,-12.8753,-0.9717,0.1503,-0.1825,0.0000,0.0000,0.0000,332.0152,0.2021,0.2083,0.2228
star,6582,Pav,266.4333,-64.7239,-0.4262,0.7614,-0.4885,0.0000,0.0000,0.0000,384.7318,0.2992,0.2750,0.2555
star,6588,Her,264.8662,46.0064,-0.6918,-0.6487,0.3173,0.0000,0.0000,0.0000,369.1119,0.2386,0.2505,0.2754
star,6595,Oph,265.8575,-21.6833,-0.9268,0.2821,-0.2478,0.0000,0.0000,0.0000,288.5081,0.1683,0.1681,0.1669
star,6596,Dra,264.2379,68.7581,-0.3605,-0.8177,0.4489,0.0000,0.0000,0.0000,293.1960,0.1732,0.1714,0.1738
star,6603,Oph,265.8683,4.5672,-0.9942,-0.1052,-0.0205,0.0000,0.0000,0.0000,467.9054,0.4426,0.4079,0.3801
star,6615,Sco,266.8963,-40.1269,-0.7635,0.5311,-0.3674,0.0000,0.0000,0.0000,440.7152,0.3926,0.3901,0.3858
star,6616,Sgr,266.8900,-27.8308,-0.8830,0.3755,-0.2816,0.0000,0.0000,0.0000,311.2849,0.1959,0.1876,0.1806
star,6623,Her,266.6146,27.7206,-0.8837,-0.4256,0.1948,0.0000,0.0000,0.0000,402.8636,0.3281,0.3161,0.3057
star,6628,,267.2937,-31.7033,-0.8498,0.4298,-0.3051,0.0000,0.0000,0.0000,291.1776,0.1521,0.1582,0.1714
star,6629,Oph,266.9733,2.7072,-0.9975,-0.0677,-0.0209,0.0000,0.0000,0.0000,373.3860,0.2537,0.2623,0.2818
star,6630,,267.4646,-37.0433,-0.7974,0.4982,-0.3405,0.0000,0.0000,0.0000,422.8224,0.3614,0.3328,0.3098
star,6631,Sco,267.5467,-40.0906,-0.7643,0.5351,-0.3598,0.0000,0.0000,0.0000,292.5217,0.1630,0.1653,0.1730
star,6636,Dra,265.4846,72.1489,-0.3056,-0.8283,0.4696,0.0000,0.0000,0.0000,308.4310,0.1908,0.1892,0.1923
star,6675,,269.1975,-44.3422,-0.7151,0.5940,-0.3686,0.0000,0.0000,0.0000,289.1732,0.1690,0.1550,0.1438
star,6682,,269.4487,-41.7161,-0.7464,0.5667,-0.3489,0.0000,0.0000,0.0000,287.8446,0.1675,0.1477,0.1314
star,6688,Dra,268.3821,56.8728,-0.5463,-0.7258,0.4181,0.0000,0.0000,0.0000,373.3860,0.2818,0.2592,0.2411
star,6695,Her,269.0633,37.2506,-0.7959,-0.5255,0.3006,0.0000,0.0000,0.0000,364.0475,0.2679,0.2425,0.2220
