mesh,x_cm,y_cm,yaw_deg,scale,withers,seasons
kk_waterlily_b,14308,4747,292.7,1.29,0,rains;sowing;harvest
kk_waterlily_b,14550,1884,314.4,1.22,0,rains;sowing;harvest
kk_waterlily_b,15682,6204,278.0,0.92,0,rains;sowing;harvest
kk_waterlily_b,15923,7993,28.2,0.83,0,rains;sowing;harvest
kk_waterlily_b,18971,10528,217.2,1.12,0,rains;sowing;harvest
kk_waterlily_b,19137,9976,320.4,0.87,0,rains;sowing;harvest
kk_waterlily_b,21494,11403,328.4,1.19,0,rains;sowing;harvest
kk_waterlily_b,22160,11295,224.0,0.84,0,rains;sowing;harvest
kk_waterlily_b,23112,11892,293.5,0.99,0,rains;sowing;harvest
kk_waterlily_b,26322,11234,314.1,0.94,0,rains;sowing;harvest
kk_waterlily_b,27320,11620,269.9,1.20,0,rains;sowing;harvest
kk_waterlily_b,29973,10236,115.9,0.89,0,rains;sowing;harvest
kk_waterlily_b,30432,9270,235.0,1.14,0,rains;sowing;harvest
kk_waterlily_b,32993,5211,259.1,1.25,0,rains;sowing;harvest
kk_waterlily_b,33398,273,140.7,0.92,0,rains;sowing;harvest
kk_waterlily_b,33413,5639,340.6,1.09,0,rains;sowing;harvest
kk_waterlily_b,33530,4904,14.6,1.00,0,rains;sowing;harvest
kk_waterlily_b,33622,43,286.1,0.96,0,rains;sowing;harvest
kk_waterlily_b,33904,3170,122.1,0.99,0,rains;sowing;harvest
kk_waterlily_b,34044,3626,141.4,0.90,0,rains;sowing;harvest
kk_weaponrack,9725,19956,177.1,1.00,0,all
kk_weaponrack,10856,18746,264.7,1.00,0,all
kk_weaponrack,11676,24717,123.6,1.00,0,all
kk_weaponrack,12678,23856,178.0,1.00,0,all
kk_weaponrack,13441,20103,176.4,1.00,0,all
lily_large,14013,2681,341.1,1.21,0,rains;sowing;harvest
lily_large,14291,818,11.4,0.82,0,rains;sowing;harvest
lily_large,14417,3455,358.7,0.90,0,rains;sowing;harvest
lily_large,14439,60,47.6,1.12,0,rains;sowing;harvest
lily_large,16392,8477,107.8,1.04,0,rains;sowing;harvest
lily_large,18234,10281,100.7,0.83,0,rains;sowing;harvest
lily_large,18317,9531,342.8,1.25,0,rains;sowing;harvest
lily_large,18624,10027,310.7,1.27,0,rains;sowing;harvest
lily_large,18659,9963,304.1,1.27,0,rains;sowing;harvest
lily_large,20167,11290,325.7,0.90,0,rains;sowing;harvest
lily_large,21093,11227,54.1,1.03,0,rains;sowing;harvest
lily_large,21320,11086,183.5,0.94,0,rains;sowing;harvest
lily_large,23454,12029,318.3,0.84,0,rains;sowing;harvest
lily_large,23869,11628,282.9,1.18,0,rains;sowing;harvest
lily_large,26069,11940,202.0,1.29,0,rains;sowing;harvest
lily_large,27857,10786,295.8,1.06,0,rains;sowing;harvest
lily_large,29266,10693,155.4,0.89,0,rains;sowing;harvest
lily_large,30673,9159,77.3,0.85,0,rains;sowing;harvest
lily_large,31141,8762,267.1,1.09,0,rains;sowing;harvest
lily_large,32272,7331,255.4,1.27,0,rains;sowing;harvest
lily_large,33302,5980,125.8,0.96,0,rains;sowing;harvest
lily_large,33487,5008,255.8,0.91,0,rains;sowing;harvest
lily_large,33960,2504,28.3,0.84,0,rains;sowing;harvest
lily_small,14055,3431,85.7,0.98,0,rains;sowing;harvest
lily_small,14258,3190,185.1,1.12,0,rains;sowing;harvest
lily_small,14602,1944,320.7,0.93,0,rains;sowing;harvest
lily_small,15957,7611,253.5,1.20,0,rains;sowing;harvest
lily_small,18858,10334,271.8,1.07,0,rains;sowing;harvest
lily_small,21299,11574,14.8,1.22,0,rains;sowing;harvest
lily_small,22832,11487,60.0,1.11,0,rains;sowing;harvest
lily_small,22968,11817,114.3,0.93,0,rains;sowing;harvest
lily_small,23297,12018,357.7,1.27,0,rains;sowing;harvest
lily_small,23842,11299,121.7,1.25,0,rains;sowing;harvest
lily_small,24106,11633,150.1,1.03,0,rains;sowing;harvest
lily_small,27332,11313,2.6,0.88,0,rains;sowing;harvest
lily_small,27390,11462,349.4,1.17,0,rains;sowing;harvest
lily_small,27489,10798,149.5,0.87,0,rains;sowing;harvest
lily_small,27643,10836,161.4,1.01,0,rains;sowing;harvest
lily_small,30197,10005,276.9,0.99,0,rains;sowing;harvest
lily_small,31392,8922,302.0,1.01,0,rains;sowing;harvest
lily_small,31542,7997,203.1,0.82,0,rains;sowing;harvest
lily_small,32451,7588,76.5,1.14,0,rains;sowing;harvest
lily_small,32696,6989,305.5,1.25,0,rains;sowing;harvest
lily_small,33251,4283,358.1,0.92,0,rains;sowing;harvest
lily_small,33301,3537,144.4,1.27,0,rains;sowing;harvest
lily_small,33713,1384,98.7,1.09,0,rains;sowing;harvest
lily_small,34035,244,359.4,1.25,0,rains;sowing;harvest
lily_small,34085,2913,212.2,0.82,0,rains;sowing;harvest
log,2327,-12825,25.5,0.86,0,all
log,13653,8303,214.1,0.84,0,all
log,13664,5710,50.5,0.99,0,all
log,17754,12410,212.3,1.08,0,all
log,19162,11308,246.2,0.91,0,all
log,34467,5255,46.5,1.03,0,all
log_stack,7192,13951,30.2,0.81,0,all
log_stack,9454,2842,284.2,1.00,0,all
log_stack,10342,11982,90.9,0.97,0,all
log_stack,11049,-1648,303.2,0.84,0,all
log_stack,13825,-791,192.8,1.10,0,all
log_stack,31856,9000,288.4,0.91,0,all
log_stack,34123,8252,197.7,0.86,0,all
log_stack,34409,2862,5.4,0.96,0,all
log_stack,35175,7143,23.1,0.81,0,all
log_stack,35811,1482,49.9,1.03,0,all
palm_bend,9877,16959,74.8,1.22,1,all
palm_bend,10140,11770,335.0,1.14,1,all
palm_bend,10229,19848,344.3,1.22,1,all
palm_bend,10667,3542,59.9,0.94,1,all
palm_bend,11149,-1450,115.2,1.24,1,all
palm_bend,11842,24491,308.2,1.07,1,all
palm_bend,11909,22230,321.2,1.10,1,all
palm_bend,13197,13956,93.6,0.91,1,all
palm_bend,13322,19492,294.3,1.12,1,all
palm_bend,13642,3468,208.8,1.03,1,all
palm_bend,13660,3372,202.3,0.91,1,all
palm_bend,13886,-936,333.2,1.07,1,all
palm_bend,15486,8006,111.3,0.96,1,all
palm_bend,17476,10353,115.1,1.19,1,all
palm_bend,19865,11678,82.0,1.20,1,all
palm_bend,20564,14849,184.7,1.22,1,all
palm_bend,21569,12248,34.5,0.88,1,all
palm_bend,28992,15807,324.4,0.96,1,all
palm_bend,29479,12118,144.2,0.89,1,all
palm_bend,31248,9580,357.1,1.11,1,all
palm_bend,32630,7940,270.0,0.96,1,all
palm_bend,33349,11592,57.7,1.04,1,all
palm_bend,34133,-886,5.2,1.00,1,all
palm_bend,34443,12436,37.8,0.95,1,all
palm_bend,34767,11993,92.7,1.20,1,all
palm_bend,34872,11688,60.2,0.89,1,all
palm_bend,35113,11592,129.7,0.90,1,all
palm_bend,35410,4820,339.2,0.87,1,all
palm_bend,35701,3791,261.6,1.21,1,all
palm_bend,35741,5637,168.4,1.23,1,all
palm_bend,37580,8149,245.4,1.06,1,all
palm_dead,1279,-8894,120.8,0.82,0,all
palm_dead,2122,-11635,286.3,0.91,0,all
palm_dead,3364,-10032,236.6,1.09,0,all
palm_dead,5437,-13457,262.4,1.00,0,all
palm_dead,5773,-10260,95.1,0.92,0,all
palm_dead,9629,8921,346.2,0.95,0,all
palm_dead,12393,5440,143.3,0.93,0,all
palm_dead,13402,14602,86.3,1.05,0,all
palm_detailed,2245,-9623,40.2,0.96,1,all
palm_detailed,7118,-2548,81.2,1.04,1,all
palm_detailed,7254,13963,164.1,1.08,1,all
palm_detailed,9256,4320,286.0,1.09,1,all
palm_detailed,9312,16373,58.6,1.00,1,all
palm_detailed,9366,3550,146.6,0.87,1,all
palm_detailed,9575,-348,70.6,1.20,1,all
palm_detailed,10375,11947,162.9,0.98,1,all
palm_detailed,10872,21629,97.9,0.98,1,all
palm_detailed,11250,13287,76.6,0.94,1,all
palm_detailed,11414,18320,114.0,0.92,1,all
palm_detailed,12111,18756,108.5,1.06,1,all
palm_detailed,13246,19540,107.9,1.12,1,all
palm_detailed,13716,3979,84.7,1.13,1,all
palm_detailed,14814,11337,50.6,1.11,1,all
palm_detailed,20327,14914,248.3,0.92,1,all
palm_detailed,27391,14958,234.8,0.88,1,all
palm_detailed,29711,10815,111.7,1.11,1,all
palm_detailed,30453,10167,219.9,1.01,1,all
palm_detailed,31324,13229,317.6,0.99,1,all
palm_detailed,31991,8732,25.6,0.87,1,all
palm_detailed,32555,8186,95.4,1.23,1,all
palm_detailed,32955,13503,244.9,0.96,1,all
palm_detailed,33475,6583,49.2,1.07,1,all
palm_detailed,33897,12684,46.8,1.20,1,all
palm_detailed,34454,2731,120.0,1.02,1,all
palm_detailed,34472,2385,332.5,0.98,1,all
palm_detailed,35558,2416,337.4,1.19,1,all
palm_detailed,35576,3001,71.7,1.23,1,all
palm_detailed,35707,2418,22.4,0.88,1,all
palm_detailed,36999,262,92.3,0.94,1,all
palm_detailed,37949,9616,215.8,0.88,1,all
palm_short,4960,-12419,67.4,1.01,1,all
palm_short,7542,14552,207.3,0.46,1,all
palm_short,7643,14527,26.4,1.15,1,all
palm_short,8325,4710,247.2,0.44,1,all
palm_short,8700,15693,232.8,1.03,1,all
palm_short,9193,14404,325.5,1.04,1,all
palm_short,9393,3987,199.1,0.36,1,all
palm_short,9492,2610,74.6,1.07,1,all
palm_short,9571,2055,76.0,0.87,1,all
palm_short,9587,1811,311.9,0.36,1,all
palm_short,9810,16905,154.5,0.90,1,all
palm_short,10210,10148,188.9,0.92,1,all
palm_short,10314,11978,81.7,0.44,1,all
palm_short,10317,10155,226.8,0.48,1,all
palm_short,10455,12144,349.0,0.54,1,all
palm_short,10507,10412,303.5,0.98,1,all
palm_short,11314,18082,317.2,0.53,1,all
palm_short,11403,18176,310.1,0.41,1,all
palm_short,11729,22300,49.5,0.37,1,all
palm_short,12175,24489,297.0,0.37,1,all
palm_short,12215,19005,225.2,0.48,1,all
palm_short,12380,22021,202.2,1.13,1,all
palm_short,12478,13412,121.0,1.08,1,all
palm_short,12549,17070,221.2,1.18,1,all
palm_short,12613,8442,150.8,1.13,1,all
palm_short,13081,22507,46.7,0.40,1,all
palm_short,13358,7610,329.8,0.90,1,all
palm_short,13599,-355,155.7,0.93,1,all
palm_short,13655,3438,325.6,0.37,1,all
palm_short,14362,15116,2.3,0.40,1,all
palm_short,14493,8866,281.7,1.18,1,all
palm_short,15048,22191,199.2,0.43,1,all
palm_short,15592,10442,69.0,0.40,1,all
palm_short,16468,11433,105.6,0.49,1,all
palm_short,16613,9457,161.5,1.18,1,all
palm_short,16703,9437,188.6,0.95,1,all
palm_short,16913,13431,91.8,1.16,1,all
palm_short,17425,12052,180.9,0.93,1,all
palm_short,17441,14982,331.1,0.39,1,all
palm_short,17538,15030,140.7,1.12,1,all
palm_short,17759,15053,128.8,0.52,1,all
palm_short,18942,14307,284.2,0.86,1,all
palm_short,19128,11278,138.8,0.36,1,all
palm_short,19203,12902,104.6,1.09,1,all
palm_short,19824,15960,2.1,1.20,1,all
palm_short,21635,12231,352.8,0.36,1,all
palm_short,25436,12563,258.9,1.04,1,all
palm_short,26605,15195,303.3,1.19,1,all
palm_short,28359,11541,84.6,0.44,1,all
palm_short,28683,15971,114.6,0.38,1,all
palm_short,28786,15898,23.7,0.53,1,all
palm_short,28925,15852,230.6,0.90,1,all
palm_short,28989,14289,74.1,1.17,1,all
palm_short,29383,14231,14.3,0.55,1,all
palm_short,30342,10355,64.6,0.44,1,all
palm_short,31004,13210,342.0,1.22,1,all
palm_short,31166,13119,287.3,0.48,1,all
palm_short,32554,8130,293.0,0.89,1,all
palm_short,33166,13400,316.2,1.22,1,all
palm_short,34215,-359,21.7,1.18,1,all
palm_short,34331,672,260.7,0.99,1,all
palm_short,34345,838,316.2,1.23,1,all
palm_short,34436,7633,92.8,1.16,1,all
palm_short,34514,2801,201.5,0.89,1,all
palm_short,34927,9209,344.6,1.14,1,all
palm_short,35066,11545,66.8,0.54,1,all
palm_short,35227,6832,231.0,0.40,1,all
palm_short,35363,6752,132.9,1.24,1,all
palm_short,35470,4768,132.6,0.99,1,all
palm_short,35576,-279,111.7,0.47,1,all
palm_short,35598,-427,346.2,0.52,1,all
palm_short,35614,1708,156.1,0.88,1,all
palm_short,35651,2458,202.1,1.06,1,all
palm_short,35678,1536,249.3,0.87,1,all
palm_short,35783,3197,193.4,0.48,1,all
palm_short,35864,5520,33.2,0.53,1,all
palm_short,37892,9793,28.3,0.53,1,all
palm_short,38118,9151,109.8,0.49,1,all
palm_short,39224,6635,335.9,1.16,1,all
palm_tall,2845,-8475,97.5,1.09,1,all
palm_tall,7447,14162,283.3,1.10,1,all
palm_tall,8281,4623,195.2,1.09,1,all
palm_tall,9149,8209,329.8,0.93,1,all
palm_tall,9279,16506,114.3,1.14,1,all
palm_tall,9641,9224,245.9,1.14,1,all
palm_tall,10766,12534,296.0,1.02,1,all
palm_tall,10880,17909,160.2,1.15,1,all
palm_tall,11009,12808,119.1,0.99,1,all
palm_tall,11041,17883,155.0,1.08,1,all
palm_tall,11753,921,157.4,1.07,1,all
palm_tall,12428,13394,133.9,1.24,1,all
palm_tall,12439,18924,40.5,0.88,1,all
palm_tall,12702,19338,252.8,0.85,1,all
palm_tall,13547,4078,287.1,1.14,1,all
palm_tall,13691,152,223.6,1.23,1,all
palm_tall,13871,4430,54.5,0.96,1,all
palm_tall,14147,15235,102.5,1.06,1,all
palm_tall,17120,13587,296.3,0.86,1,all
palm_tall,20252,14664,200.3,0.92,1,all
palm_tall,28289,11636,152.1,1.09,1,all
palm_tall,29295,11145,46.1,1.11,1,all
palm_tall,29296,14271,31.5,0.94,1,all
palm_tall,32924,7378,307.7,0.87,1,all
palm_tall,34232,-204,333.4,1.23,1,all
palm_tall,35526,-84,11.6,1.01,1,all
palm_tall,35650,402,308.2,0.86,1,all
palm_tall,37110,1804,331.8,0.98,1,all
pot_large,2491,-8324,254.1,1.17,0,all
pot_large,8371,15326,149.9,1.00,0,all
pot_large,9107,8119,151.3,1.11,0,all
pot_large,9460,1986,71.1,1.10,0,all
pot_large,9583,3183,275.1,1.17,0,all
pot_large,10329,15104,80.6,0.96,0,all
pot_large,10898,12697,186.4,0.94,0,all
pot_large,13038,21231,129.0,1.13,0,all
pot_large,13104,7185,261.3,1.07,0,all
pot_large,13221,19443,204.1,1.11,0,all
pot_large,13270,12400,246.6,0.94,0,all
pot_large,13561,865,85.0,0.94,0,all
pot_large,14120,15207,71.1,1.15,0,all
pot_large,15177,14011,139.7,1.01,0,all
pot_large,15648,10757,128.6,1.16,0,all
pot_large,16870,11825,318.2,0.91,0,all
pot_large,17664,15196,77.4,1.01,0,all
pot_large,19704,11487,330.0,1.09,0,all
pot_large,20251,14764,194.5,0.92,0,all
pot_large,28259,16166,302.8,1.13,0,all
pot_large,29369,14312,224.4,1.05,0,all
pot_large,33017,7196,152.3,1.16,0,all
pot_large,34359,2929,199.9,0.98,0,all
pot_large,34488,7552,38.9,1.03,0,all
pot_large,35029,11786,317.1,1.12,0,all
pot_large,35474,4268,10.6,1.15,0,all
pot_large,35516,505,158.4,0.96,0,all
pot_large,35702,2116,269.8,0.97,0,all
pot_large,36997,3509,37.6,1.15,0,all
pot_large,37113,1901,112.8,0.93,0,all
pot_small,8264,5255,304.0,0.96,0,all
pot_small,9047,6825,106.4,1.06,0,all
pot_small,9126,16304,49.2,1.02,0,all
pot_small,9724,9181,163.8,0.93,0,all
pot_small,10668,-446,307.1,0.93,0,all
pot_small,10811,21616,229.9,0.98,0,all
pot_small,10985,20519,186.9,0.99,0,all
pot_small,11090,-1885,300.2,1.03,0,all
pot_small,11144,18009,199.7,0.94,0,all
pot_small,13116,22601,57.8,0.93,0,all
pot_small,13622,2989,177.8,1.04,0,all
pot_small,14625,9218,132.0,0.91,0,all
pot_small,17083,13377,192.3,1.00,0,all
pot_small,27043,15091,309.0,1.00,0,all
pot_small,30504,10330,329.9,0.90,0,all
pot_small,31216,13128,288.8,1.13,0,all
pot_small,34231,108,243.7,1.16,0,all
pot_small,35666,64,166.8,0.90,0,all
pot_small,37787,9845,1.3,1.09,0,all
reed_clump,13420,477,30.6,1.22,1,all
reed_clump,13463,2205,26.7,1.20,1,all
reed_clump,13502,716,218.2,0.95,1,all
reed_clump,13528,953,91.1,0.85,1,all
reed_clump,13626,2824,170.2,1.13,1,all
reed_clump,13628,3311,184.7,1.20,1,all
reed_clump,13701,2411,206.9,0.88,1,all
reed_clump,13720,2641,91.1,1.40,1,all
reed_clump,13780,3957,76.2,1.40,1,all
reed_clump,13793,1624,284.9,0.97,1,all
reed_clump,13798,165,305.7,0.93,1,all
reed_clump,13857,1471,26.9,1.34,1,all
reed_clump,13861,3006,69.4,1.04,1,all
reed_clump,13884,94,322.0,0.97,1,all
reed_clump,13906,1851,40.2,1.20,1,all
reed_clump,13976,4509,359.1,0.91,1,all
reed_clump,14012,4333,207.9,1.26,1,all
reed_clump,14036,212,216.7,1.33,1,all
reed_clump,14045,4714,229.1,1.10,1,all
reed_clump,14066,4008,288.5,1.40,1,all
reed_clump,14076,4848,336.6,1.00,1,all
reed_clump,14161,5064,353.7,0.97,1,all
reed_clump,14162,4370,108.5,1.29,1,all
reed_clump,14197,4387,72.9,0.87,1,all
reed_clump,14260,4881,288.5,1.27,1,all
reed_clump,14619,6167,189.8,0.94,1,all
reed_clump,14648,5690,31.4,1.14,1,all
reed_clump,14755,7361,119.7,1.36,1,all
reed_clump,14930,6824,56.0,1.39,1,all
reed_clump,15150,6861,299.7,0.81,1,all
reed_clump,15162,7877,44.4,1.24,1,all
reed_clump,15253,7844,339.4,0.81,1,all
reed_clump,15588,7732,123.3,1.34,1,all
reed_clump,15793,8333,275.6,1.33,1,all
reed_clump,16019,8730,267.8,1.22,1,all
reed_clump,16031,8779,131.7,0.87,1,all
reed_clump,16052,8151,283.7,1.20,1,all
reed_clump,17222,10006,264.3,1.05,1,all
reed_clump,17721,10395,164.3,1.25,1,all
reed_clump,18260,10252,95.2,1.05,1,all
reed_clump,18469,10796,139.7,1.34,1,all
reed_clump,18921,11197,112.7,1.19,1,all
reed_clump,19118,10874,198.4,0.97,1,all
reed_clump,19569,11345,248.3,1.13,1,all
reed_clump,19600,11139,224.2,1.11,1,all
reed_clump,19993,11606,211.7,1.02,1,all
reed_clump,20119,11842,319.1,1.21,1,all
reed_clump,21262,12097,2.3,1.07,1,all
reed_clump,21283,12024,38.8,1.17,1,all
reed_clump,21396,11832,238.9,0.90,1,all
reed_clump,21641,12079,230.1,1.12,1,all
reed_clump,21720,11870,52.8,1.12,1,all
reed_clump,22341,12111,201.4,1.18,1,all
reed_clump,22454,12044,43.2,1.35,1,all
reed_clump,22476,12314,150.9,0.96,1,all
reed_clump,22811,12558,117.1,1.32,1,all
reed_clump,23051,12615,159.1,1.23,1,all
reed_clump,23054,12274,239.4,1.05,1,all
reed_clump,24126,12216,28.2,1.08,1,all
reed_clump,24482,12330,329.6,1.17,1,all
reed_clump,25497,12517,129.4,0.85,1,all
reed_clump,25836,11939,270.0,1.36,1,all
reed_clump,26765,11961,21.5,0.94,1,all
reed_clump,27110,11596,155.2,1.19,1,all
reed_clump,28545,11397,201.1,1.34,1,all
reed_clump,28597,11184,96.0,1.06,1,all
reed_clump,28845,11107,143.6,1.13,1,all
reed_clump,28935,11057,35.9,1.22,1,all
reed_clump,29407,10856,324.6,0.91,1,all
reed_clump,29478,10801,227.5,1.12,1,all
reed_clump,29656,10482,125.7,1.02,1,all
reed_clump,30236,10173,310.8,1.17,1,all
reed_clump,30244,10069,285.5,0.98,1,all
reed_clump,31094,9659,61.5,0.93,1,all
reed_clump,31144,9475,45.4,1.00,1,all
reed_clump,31746,8956,185.7,0.81,1,all
reed_clump,31765,8529,184.1,1.15,1,all
reed_clump,32019,8149,208.0,1.04,1,all
reed_clump,32124,8645,279.2,0.82,1,all
reed_clump,32293,8194,65.0,0.90,1,all
reed_clump,32313,7741,164.5,0.82,1,all
reed_clump,32383,7885,281.7,1.03,1,all
reed_clump,32696,7860,45.9,0.95,1,all
reed_clump,32884,7137,13.5,1.09,1,all
reed_clump,32917,7325,269.8,1.23,1,all
reed_clump,33201,6792,268.1,0.94,1,all
reed_clump,33234,6174,22.5,1.14,1,all
reed_clump,33338,6835,354.5,1.11,1,all
reed_clump,33597,6013,33.6,1.26,1,all
reed_clump,33634,4927,63.6,1.01,1,all
reed_clump,33743,5590,132.6,1.15,1,all
reed_clump,33793,4781,328.9,1.21,1,all
reed_clump,33819,4745,355.4,0.85,1,all
reed_clump,33833,-351,224.6,0.99,1,all
reed_clump,33902,-53,131.5,1.10,1,all
reed_clump,33917,5380,172.0,1.26,1,all
reed_clump,33961,3666,217.9,1.13,1,all
reed_clump,34005,3642,358.1,1.02,1,all
reed_clump,34030,-64,142.1,1.07,1,all
reed_clump,34041,4583,141.4,1.36,1,all
reed_clump,34108,2567,85.3,1.16,1,all
reed_clump,34110,1491,278.5,0.94,1,all
reed_clump,34112,2148,71.8,0.82,1,all
reed_clump,34120,-48,334.4,1.37,1,all
reed_clump,34126,1612,89.9,1.09,1,all
reed_clump,34151,447,342.1,1.10,1,all
reed_clump,34157,4178,227.2,1.33,1,all
reed_clump,34197,4072,44.4,0.94,1,all
reed_clump,34234,3060,285.8,0.97,1,all
reed_clump,34238,1401,235.5,1.12,1,all
reed_clump,34264,2836,116.9,1.13,1,all
reed_clump,34350,1358,334.9,1.13,1,all
reed_clump,34388,1075,259.8,1.30,1,all
reed_clump,34398,819,85.5,0.89,1,all
reed_clump,34400,1980,212.6,1.05,1,all
reed_clump,34408,2612,308.0,0.83,1,all
rock_small_a,965,-13890,90.0,1.13,0,all
rock_small_a,2272,-11084,29.1,1.18,0,all
rock_small_a,3153,-14256,188.6,0.68,0,all
rock_small_a,3274,-13004,247.2,1.18,0,all
rock_small_a,3648,-12931,334.5,0.81,0,all
rock_small_a,3795,-12485,178.2,1.38,0,all
rock_small_a,4309,-12325,259.7,0.72,0,all
rock_small_a,4492,-12136,268.5,0.71,0,all
rock_small_a,5088,-12168,201.0,1.28,0,all
rock_small_a,9785,19843,253.5,0.95,0,all
rock_small_a,10530,20873,66.9,1.37,0,all
rock_small_a,11275,24283,72.5,0.68,0,all
rock_small_a,11703,2165,272.7,0.84,0,all
rock_small_a,12123,7529,38.1,1.29,0,all
rock_small_a,13837,21133,85.4,1.31,0,all
rock_small_a,14986,22290,96.2,0.95,0,all
rock_small_a,29901,18055,329.8,1.14,0,all
rock_small_a,38686,11289,201.1,1.36,0,all
rock_small_a,41278,1020,148.6,0.86,0,all
saltbush,825,-12797,108.8,0.97,1,all
saltbush,937,-13481,187.9,1.06,1,all
saltbush,1348,-14019,357.2,0.88,1,all
saltbush,3508,-14464,284.1,1.12,1,all
saltbush,3577,-8979,66.9,0.97,1,all
saltbush,3642,-9600,195.5,1.20,1,all
saltbush,3761,-12846,153.8,1.09,1,all
saltbush,3909,-12561,335.3,0.75,1,all
saltbush,3928,-13358,198.1,0.93,1,all
saltbush,5007,-13567,85.0,0.81,1,all
saltbush,5077,-9076,74.8,0.86,1,all
saltbush,5157,-12044,14.4,0.82,1,all
saltbush,5469,-8878,201.5,1.18,1,all
saltbush,5724,-10432,224.6,0.97,1,all
saltbush,9814,18854,233.6,0.86,1,all
saltbush,10105,21465,114.6,0.83,1,all
saltbush,10171,12410,215.2,1.04,1,all
saltbush,10410,20521,166.6,1.01,1,all
saltbush,11979,24573,235.5,0.81,1,all
saltbush,12705,20653,260.7,0.95,1,all
saltbush,13961,21124,147.5,1.09,1,all
saltbush,21558,19056,89.8,1.15,1,all
saltbush,24170,19386,164.0,0.99,1,all
saltbush,24831,19348,23.5,1.17,1,all
saltbush,24949,19272,28.7,0.86,1,all
saltbush,27815,18745,152.8,0.90,1,all
saltbush,29000,18389,19.8,1.14,1,all
saltbush,31654,17366,163.3,0.87,1,all
saltbush,33758,16067,305.4,0.71,1,all
saltbush,41025,5149,283.0,0.97,1,all
stone_small_a,1270,-9544,59.2,1.23,0,all
stone_small_a,3212,-8004,132.3,1.17,0,all
stone_small_a,3668,-9821,271.7,1.32,0,all
stone_small_a,3673,-8818,128.6,1.19,0,all
stone_small_a,3997,-9461,210.1,1.18,0,all
stone_small_a,4250,-9072,308.5,0.91,0,all
stone_small_a,5107,-9161,234.3,1.33,0,all
stone_small_a,9910,19811,275.9,1.01,0,all
stone_small_a,9968,19031,232.6,1.19,0,all
stone_small_a,10822,21610,62.5,0.96,0,all
stone_small_a,12458,24519,281.9,0.83,0,all
stone_small_a,13595,20459,20.9,0.74,0,all
stone_small_a,29460,18447,185.2,1.01,0,all
stone_small_a,32446,12461,177.6,0.99,0,all
stone_small_a,33262,16518,263.8,1.19,0,all
stone_small_a,37323,13103,63.9,0.72,0,all
stone_small_a,40614,6907,309.8,1.34,0,all
stone_small_a,40874,-1854,285.1,0.77,0,all
stone_small_b,649,-12510,167.3,1.13,0,all
stone_small_b,1890,-8570,57.7,0.88,0,all
stone_small_b,2511,-10057,330.1,1.00,0,all
stone_small_b,2958,-10103,358.4,1.28,0,all
stone_small_b,3177,-14071,307.9,1.05,0,all
stone_small_b,3474,-8381,209.2,1.30,0,all
stone_small_b,3817,-13372,314.5,1.12,0,all
stone_small_b,4112,-13685,241.2,0.71,0,all
stone_small_b,5751,-11004,19.7,0.71,0,all
stone_small_b,5843,-11171,253.8,0.63,0,all
stone_small_b,6903,4192,145.1,1.03,0,all
stone_small_b,9181,10954,139.5,1.03,0,all
stone_small_b,12067,24425,103.2,0.78,0,all
stone_small_b,13828,16064,128.5,0.98,0,all
stone_small_b,15173,21397,359.4,1.12,0,all
stone_small_b,17395,17836,292.3,0.96,0,all
stone_small_b,18074,18171,296.7,1.11,0,all
stone_small_b,32022,17411,222.6,1.03,0,all
stone_small_b,36713,13879,90.4,1.07,0,all
stone_small_b,39457,9405,333.4,0.61,0,all
tamarisk,1027,-11497,264.7,1.03,1,all
tamarisk,1538,-8443,350.4,0.87,1,all
tamarisk,2893,-10065,261.1,1.27,1,all
tamarisk,3522,-9766,93.3,0.90,1,all
tamarisk,3944,-13040,261.5,0.92,1,all
tamarisk,9560,2650,100.7,1.30,1,all
tamarisk,12055,24527,290.6,1.15,1,all
tamarisk,14333,15218,10.8,1.18,1,all
tamarisk,24710,12622,308.5,1.11,1,all
tamarisk,29252,11013,81.0,0.92,1,all
tamarisk,29892,10630,3.3,0.98,1,all
tamarisk,30907,13419,306.0,1.01,1,all
tamarisk,33177,7179,318.5,1.29,1,all
tamarisk,35474,6227,105.7,0.82,1,all
